Objects,PosX,PosY,PosZ,Rot.X,Rot.Y,Rot.Z,Scl.X,Scl.Y,Scl.Z
Bamboo,0,67,0,0,0,0,0,0,0
Bamboo,6,55,0,0,0,0,0,0,0
Bamboo,5,56,0,0,0,0,0,0,0
Bamboo,4,57,0,0,0,0,0,0,0
Bamboo,3,58,0,0,0,0,0,0,0
Bamboo,2,59,0,0,0,0,0,0,0
Bamboo,1,60,0,0,0,0,0,0,0
Bamboo,0,61,0,0,0,0,0,0,0
Bamboo,1,62,0,0,0,0,0,0,0
Bamboo,2,63,0,0,0,0,0,0,0
Bamboo,3,64,0,0,0,0,0,0,0
Bamboo,4,65,0,0,0,0,0,0,0
Bamboo,5,66,0,0,0,0,0,0,0
Bamboo,6,67,0,0,0,0,0,0,0
BambooB,6,70,0,0,0,0,0,0,0
BambooB,5,70,0,0,0,0,0,0,0
BambooB,4,70,0,0,0,0,0,0,0
BambooB,3,70,0,0,0,0,0,0,0
BambooB,2,70,0,0,0,0,0,0,0
BambooB,1,70,0,0,0,0,0,0,0
BambooB,0,70,0,0,0,0,0,0,0
BambooB,-1,70,0,0,0,0,0,0,0
BambooB,-2,70,0,0,0,0,0,0,0
BambooB,-3,70,0,0,0,0,0,0,0
BambooB,-4,70,0,0,0,0,0,0,0
BambooB,-5,70,0,0,0,0,0,0,0
BambooB,-6,70,0,0,0,0,0,0,0
BambooB,6,71,0,0,0,0,0,0,0
BambooB,5,71,0,0,0,0,0,0,0
BambooB,4,71,0,0,0,0,0,0,0
BambooB,3,71,0,0,0,0,0,0,0
BambooB,2,71,0,0,0,0,0,0,0
BambooB,1,71,0,0,0,0,0,0,0
BambooB,0,71,0,0,0,0,0,0,0
BambooB,-1,71,0,0,0,0,0,0,0
BambooB,-2,71,0,0,0,0,0,0,0
BambooB,-3,71,0,0,0,0,0,0,0
BambooB,-4,71,0,0,0,0,0,0,0
BambooB,-5,71,0,0,0,0,0,0,0
BambooB,-6,71,0,0,0,0,0,0,0
BambooB,6,72,0,0,0,0,0,0,0
BambooB,5,72,0,0,0,0,0,0,0
BambooB,4,72,0,0,0,0,0,0,0
BambooB,3,72,0,0,0,0,0,0,0
BambooB,2,72,0,0,0,0,0,0,0
BambooB,1,72,0,0,0,0,0,0,0
BambooB,0,72,0,0,0,0,0,0,0
BambooB,-1,72,0,0,0,0,0,0,0
BambooB,-2,72,0,0,0,0,0,0,0
BambooB,-3,72,0,0,0,0,0,0,0
BambooB,-4,72,0,0,0,0,0,0,0
BambooB,-5,72,0,0,0,0,0,0,0
BambooB,-6,72,0,0,0,0,0,0,0
BambooB,6,73,0,0,0,0,0,0,0
BambooB,5,73,0,0,0,0,0,0,0
BambooB,4,73,0,0,0,0,0,0,0
BambooB,3,73,0,0,0,0,0,0,0
BambooB,2,73,0,0,0,0,0,0,0
BambooB,1,73,0,0,0,0,0,0,0
BambooB,0,73,0,0,0,0,0,0,0
BambooB,-1,73,0,0,0,0,0,0,0
BambooB,-2,73,0,0,0,0,0,0,0
BambooB,-3,73,0,0,0,0,0,0,0
BambooB,-4,73,0,0,0,0,0,0,0
BambooB,-5,73,0,0,0,0,0,0,0
BambooB,-6,73,0,0,0,0,0,0,0
BambooB,6,74,0,0,0,0,0,0,0
BambooB,5,74,0,0,0,0,0,0,0
BambooB,4,74,0,0,0,0,0,0,0
BambooB,3,74,0,0,0,0,0,0,0
BambooB,2,74,0,0,0,0,0,0,0
BambooB,1,74,0,0,0,0,0,0,0
BambooB,0,74,0,0,0,0,0,0,0
BambooB,-1,74,0,0,0,0,0,0,0
BambooB,-2,74,0,0,0,0,0,0,0
BambooB,-3,74,0,0,0,0,0,0,0
BambooB,-4,74,0,0,0,0,0,0,0
BambooB,-5,74,0,0,0,0,0,0,0
BambooB,-6,74,0,0,0,0,0,0,0
BambooB,6,75,0,0,0,0,0,0,0
BambooB,5,75,0,0,0,0,0,0,0
BambooB,4,75,0,0,0,0,0,0,0
BambooB,3,75,0,0,0,0,0,0,0
BambooB,2,75,0,0,0,0,0,0,0
BambooB,1,75,0,0,0,0,0,0,0
BambooB,0,75,0,0,0,0,0,0,0
BambooB,-1,75,0,0,0,0,0,0,0
BambooB,-2,75,0,0,0,0,0,0,0
BambooB,-3,75,0,0,0,0,0,0,0
BambooB,-4,75,0,0,0,0,0,0,0
BambooB,-5,75,0,0,0,0,0,0,0
BambooB,-6,75,0,0,0,0,0,0,0
end,,,,,,,,,
